GENE_ID WT1_0.bam WT2_0.bam WT1_15.bam WT2_15.bam WT1_30.bam WT2_30.bam WT1_60.bam WT2_60.bam
NM_173868 0.511754167011521 0.542220848990922 0.449009801963808 0.594172782672655 0.429030979548412 0.642271157937732 0.305997528153894 0.429358248398452
NM_183028 1.51026192846982 1.46089699449631 1.20040339456298 1.62356192930294 0.846194918278267 1.22646756466079 0.597494690465714 0.689955034430687
NM_027671 7.62066696440906e-05 3.75495509637247e-05 0 0.000104089582587798 0.000133965147077634 0.000127071498739274 0.000272985662193013 0.000199798296704591
NM_021511 0.19177754471613 0.223352173037357 0.38917757077876 0.206381824059591 0.755987085573797 0.537813831173538 1.0527757947685 0.792293251500203
NR_027664 0.116938081484009 0.121118051175433 0.142994453879694 0.13690630807516 0.60831248384004 0.8635247462896 0.721765601293239 0.903078129684595
NM_175236 0.116938081484009 0.121118051175433 0.142994453879694 0.13690630807516 0.60831248384004 0.8635247462896 0.721765601293239 0.903078129684595
NR_015470 0.504125363307721 0.514326711927983 0.328978569366526 0.51088008621181 0.165569087500838 0.27709570743539 0.026006127696231 0.0484095357679425
NM_178399 0.0358765957259253 0.0258364738255516 0.0194539707175493 0.0376948620944305 0.00808565983743224 0.0195574385386207 0.00706133301877102 0.00723546877001743
NM_008651 0.688504307149797 0.78728170583418 0.536148126058989 0.698448209878773 0.282744868195188 0.34441581533443 0.280703055424295 0.278475416573874
NM_173443 2.63687028701465 2.76479781350758 1.95039174575304 2.36109006074139 1.30256519192776 1.45380483073972 3.10940150078726 2.39984386446627
NR_040462 0.0620070807924713 0.0551443362996471 0.0621891479240109 0.0550858995329737 0.0389930937098118 0.0290008307683835 0.0402447827780651 0.0409728965414468
NM_177547 2.05435039781901 1.90724828140685 1.45160881781257 2.07426937322717 0.902294450278248 1.1846035485521 0.685465439551308 0.509716728995568
NM_133220 2.05435039781901 1.90724828140685 1.45160881781257 2.07426937322717 0.902294450278248 1.1846035485521 0.685465439551308 0.509716728995568
NM_001037759 1.91129088639631 1.91916072453564 1.33139091581477 2.00032549869542 1.23481323089206 1.58253265264857 0.322437468611079 0.27130057971523
NM_177722 0.0441940674712306 0.0969026715728687 0.0415377620684515 0.126764472461337 0.0763947612912734 0.333455379019923 0.00678475303501138 0.0251046907057031
NR_024067 2.52359733062594 2.31888489282602 1.98327378551589 1.67689212301802 2.23812299931045 1.35053897871813 4.53743589592807 3.39758816424685
NR_004410 0.482506648131 6.18142230243929 2.26752678507795 2.19682939539523 2.82735856693779 0.402280031498687 5.43218806792137 5.06013486197219
NM_145692 0.000881725940528312 0.00173782233468712 0 0.00240867329684031 0 0.00294048374672457 0 0.00154113668266017
NM_027033 0 0.00250117697764981 0 0.0046222739624466 0 0 0 0
NM_013715 1.58199264201261 1.95480876230986 0.972652387033552 1.48781901446327 0.608397022515234 0.665171940666027 1.99106161423214 2.10845406177295
NM_026493 1.48544933123911 1.51563086653709 1.23994837405245 1.45226894073364 1.02583733098884 1.08924326212048 0.657818998012516 0.553151933758528
NM_001102430 1.90526342084698 2.031757121181 1.53622294828862 2.12200736777602 1.20657416915666 1.71015935630118 1.28604537250592 1.3689776470149
NM_177834 9.03440185055147e-05 0 0.000212284620975019 0.000164532775927399 0 7.53224743138652e-05 0.000184930357948893 0
NM_029525 0.000115098066397482 0.000113425261337438 0.000135225053104404 0.000209614368294873 0 9.59606545426212e-05 0.00023560083965949 0.00020117572147433
NM_001033636 0 0 0 0 0 0 0 0
NM_001160370 0.000190209155066904 0.000187444705176289 0.000223470679394738 0 0 0 0.000194675019517379 0.000166229829915041
NM_001160371 0.000190209155066904 0.000187444705176289 0.000223470679394738 0 0 0 0.000194675019517379 0.000166229829915041
NM_177173 6.35557477272863e-05 0.000125264090372616 7.46696241779823e-05 5.78732481280628e-05 7.44839013144927e-05 0 0.000195143862947592 0.000111086778458314
NM_001160369 6.35557477272863e-05 0.000125264090372616 7.46696241779823e-05 5.78732481280628e-05 7.44839013144927e-05 0 0.000195143862947592 0.000111086778458314
NR_045297 0 0 0 0 0 0 0 0
NM_001198565 0.000425209648055519 0.000209514881367949 0.000249782637704114 0.000193595892962787 0.000249161363026023 0.000177254915839915 0.000652789529282145 0.00018580211727885
NM_001198566 0.000425209648055519 0.000209514881367949 0.000249782637704114 0.000193595892962787 0.000249161363026023 0.000177254915839915 0.000652789529282145 0.00018580211727885
NM_172294 0.000503504131225061 0.000248093167227751 0 0.000229242991876424 0.000295039814357386 0.000209893126398898 0.000515325755686378 0
NM_172841 0.0212078917788945 0.0115795423770301 0.0249164767210739 0.0216604211492744 0.0245186312725314 0.0162479983184418 0.0178926400154381 0.0217902681958493
NM_001081209 0 0.00256163058543808 0 0.00236699731012299 0.00304636770462139 0 0 0
NM_001077695 2.21581512103666 2.30627909246291 1.82707110865585 2.34514869321523 1.67308379050698 2.06014637716641 1.01250894305665 1.02980053679558
NM_008678 2.21581512103666 2.30627909246291 1.82707110865585 2.34514869321523 1.67308379050698 2.06014637716641 1.01250894305665 1.02980053679558
NM_028173 2.8393549821305 3.07635921740136 1.79213285133878 2.55577087201678 0.528819312460201 0.819843602722874 0.912034061166439 0.964783227600918
NM_145381 1.67226033543977 1.57780871930566 1.21202061552518 1.66177312896829 0.548888725635446 0.83171114657141 0.74225820921201 1.04311400665572
NM_001011873 0.00325058343352903 0.0032033403078546 0.00127300232221473 0.00690654949057585 0.00126983603285526 0.00632358378042424 0 0
NR_004447 0 0 0 0 0 0 0 0
NM_001252192 2.3350818400346 1.91326066822698 1.65430465136686 2.32196788524663 1.18209299000871 1.63004841695248 0.521862236858344 0.985776073338002
NM_010164 2.3350818400346 1.91326066822698 1.65430465136686 2.32196788524663 1.18209299000871 1.63004841695248 0.521862236858344 0.985776073338002
NM_010827 0 0 0 0 0 0 0 0
NM_177781 0 0 0 0 0 0.00064413550429304 0 0.000675195607100764
NM_001098528 0.000533232158686002 0 0.000208825827783754 0.000323704025028182 0.000520766058480738 0.000296380924384803 9.09586264507777e-05 0.000233004271041598
NM_009352 1.77714510452146 1.97675197196832 1.35047872914099 1.93157207498544 0.827548061332137 1.16089505436355 0.622092296958389 0.655112327407983
NM_001033288 0.00275640039847359 0.00271633959920569 0.00107946901839742 0.00418325249631371 0 0.00153206156974359 0 0
NM_001243238 0.001319347151524 0.00390051631987335 0 0.00240276946767538 0 0.00329993596396218 0 0.00345905830641413
NM_011291 1.45597418639593 1.88319264008443 1.32302494643844 1.37758489388212 1.23975034454705 1.28027318084482 2.1304610853425 2.02792279590985
NM_133832 0.8715840589097 0.807460846886101 0.651205056316773 0.782683797041034 0.287135548490544 0.377285543059176 0.337087158016085 0.308894205080458
NM_001111272 0.430197016334056 0.363381125069218 0.421091041601055 0.393300168101121 0.361704278421152 0.312246067692719 0.214865172554844 0.2328821337565
NM_025303 0.430197016334056 0.363381125069218 0.421091041601055 0.393300168101121 0.361704278421152 0.312246067692719 0.214865172554844 0.2328821337565
NM_001271016 1.6654774929364 1.80745961740226 1.38849967998179 1.85059335408612 0.478373620934553 0.91673612453634 0.866247093090361 0.891025474595982
NM_025773 2.34818314845287 2.59115852875171 2.02356569743441 2.65353923496294 0.692115501639974 1.3055580976861 1.30840762851438 1.3241676642978
NR_073122 2.34818314845287 2.59115852875171 2.02356569743441 2.65353923496294 0.692115501639974 1.3055580976861 1.30840762851438 1.3241676642978
NM_001271017 2.34818314845287 2.59115852875171 2.02356569743441 2.65353923496294 0.692115501639974 1.3055580976861 1.30840762851438 1.3241676642978
NM_026456 2.12951696615734 2.02869806592742 1.65405152197091 2.04518102056524 1.3561536347309 1.39121963095277 2.12509217245372 1.84334936743074
NR_037998 0.00755352061808631 0.00744373973377988 0.00887439084492111 0.00687816269343123 0 0 0 0
NM_027415 0.985073182894271 0.970756388038936 0.586680315695942 0.71064115130523 0.230250920055706 0.232052707508758 0.9579309934344 0.746419842523244
NM_026392 0.985073182894271 0.970756388038936 0.586680315695942 0.71064115130523 0.230250920055706 0.232052707508758 0.9579309934344 0.746419842523244
NM_001159711 1.15135439800829 1.36753430010103 0.908404465719408 1.22365994048568 0.775565175505735 1.0697034974698 1.2371332585031 1.50045559275927
NM_016923 1.15135439800829 1.36753430010103 0.908404465719408 1.22365994048568 0.775565175505735 1.0697034974698 1.2371332585031 1.50045559275927
NM_020604 0.0180348283827886 0.0170891489662834 0.0228184336992788 0.0205279249963109 0.0243875124569282 0.0161927969939831 0.006744365246587 0.0169736108693644
NM_010267 0.00755751761280432 0.00558575897792002 0.00665931509005325 0.00344090115904851 0.00221425054453801 0 0 0
NM_053191 0 0.00121170004895408 0.00144458299266304 0.00111963480325939 0 0.00205025808952807 0.00125843901782926 0
NM_031402 0 0 0 0 0 0 0 0.00080441764796375
NM_030033 0 0 0 0 0 0 0 0
NR_002879 0 0 0 0 0 0 0 0
NM_001039123 0 0 0 0 0 0 0 0
NM_183124 0.0201711698109987 0.014908505496043 0.0177738488202565 0.00688787692645634 0.0206845807170931 0.0105108122063777 0.0154835720522889 0.0154246984588047
NM_001040027 0.0618946772900438 0.0457463372328201 0.0545385640614632 0.0211352600553734 0.0634700644712363 0.0322521368698839 0.047510913073123 0.0473302610780353
NM_153154 0 0 0 0.000513545435261636 0 0 0 0.000492871143753247
NM_009334 0 0 0 0 0 0 0 0
NM_001025305 0 0 0 0 0 0 0 0
NM_153179 0.000127456113692264 0.000125603700019374 7.48720646748175e-05 0.000116060302284574 7.46858382889227e-05 0 0 0
NR_045734 0 0 0 0 0 0 0 0
NR_029593 0 0 0 0 0 0 0 0
NR_029902 0 0 0 0 0 0 0 0
NM_010552 0 0 0 0 0 0 0 0
NM_145856 0 0 0 0.00913032155345392 0 0 0 0
NM_008563 3.12838234803912 2.99699459663436 3.46569057497219 2.33073381040293 2.20902182360098 1.28767031477859 0.718128371854384 0.633154277835726
NR_040492 0.0195753793649638 0.0192908759438473 0 0 0 0 0 0
NM_028829 0.119426284529609 0.133772516111949 0.12200881631561 0.135766658053843 0.111273461498015 0.105753641188 0.0561803674512733 0.0538058729307039
NM_027974 0.0182096552232222 0.0188422509218974 0.00855757762626318 0.0132652284993266 0.00853629269495703 0.0136637342400105 0.00186371943282047 0.00238709952433918
NM_177409 0.690446561080696 0.721100869417776 0.657031829956512 0.677172964563953 0.49302675772595 0.639903794981312 0.593967807090042 0.640288985808792
NM_029398 0.151648531344631 0.146394623440732 0.123626102783569 0.0760902337175985 0.0507782521512968 0.00516056554232519 0.0126701259040457 0.00540940712181015
NM_010356 0.160146373781976 0.0944094897018819 0.147832830327456 0.128901302716475 0.0787597861183745 0.0333796894503736 0.017561400330981 0.0124961615402514
NM_001077353 0.160146373781976 0.0944094897018819 0.147832830327456 0.128901302716475 0.0787597861183745 0.0333796894503736 0.017561400330981 0.0124961615402514
NR_002858 0 0 0 0 0 0 0.00279664885886154 0
NM_183322 0 0 0 0 0 0 0 0
NM_001033904 0 0 0 0 0 0 0 0
NM_001113187 0 0 0 0 0 0 0 0
NM_023872 0.0104542821692861 0.00886625828949853 0.00893265688837181 0.00744257139100787 0.00965297562336004 0.00728978188179117 0.00875432877210209 0.00813963916026864
NM_001160139 0.0104542821692861 0.00886625828949853 0.00893265688837181 0.00744257139100787 0.00965297562336004 0.00728978188179117 0.00875432877210209 0.00813963916026864
NM_001012625 0.000133713159963727 6.58849040120464e-05 7.8547666884386e-05 6.08789539993548e-05 0.000156704596631019 0.000167220911080773 0 0
NM_183018 0.000133713159963727 6.58849040120464e-05 7.8547666884386e-05 6.08789539993548e-05 0.000156704596631019 0.000167220911080773 0 0
NM_001012624 0.000133713159963727 6.58849040120464e-05 7.8547666884386e-05 6.08789539993548e-05 0.000156704596631019 0.000167220911080773 0 0
NM_053270 0.000133713159963727 6.58849040120464e-05 7.8547666884386e-05 6.08789539993548e-05 0.000156704596631019 0.000167220911080773 0 0
NM_001012623 0.000133713159963727 6.58849040120464e-05 7.8547666884386e-05 6.08789539993548e-05 0.000156704596631019 0.000167220911080773 0 0
NM_025746 0 0 0 0 0 0 0 0
NR_029533 0 0.495585320022218 0 0.915861269066181 0 0 0 0
NR_029717 0 0.418887591923542 0.998791560093859 0 0 0 0 0
NM_001081079 0.963400332299767 1.31907582671625 0.535884583460101 0.756930472195635 0.104912015592677 0.159932247479779 0.126524654790302 0.156467875985052
NM_172124 0.00706356537475473 0.00532304528388986 0.00683427131992586 0.00681036797194663 0.0043825324510504 0.00692835635457923 0 0.00399434227600317
NM_028534 1.20441937066043 1.1997660133859 0.923657128528942 1.10860751843176 0.651174279656163 0.782048795043742 0.872326591300903 0.904828388601356
NM_026503 0.290737359820019 0.275631662218088 0.121065643647741 0.174260967088865 0.0129390559031167 0.0214781546399011 0.06026602455369 0.070757743723723
NM_026604 0.333603062733723 0.374709502437767 0.275341091802978 0.319744810688062 0.205057980008799 0.266171934575964 0.100758184807217 0.145599001635824
NM_007740 0 0 0.000558362889482651 0 0 0 0.000486414176133634 0
NM_007733 0.00129934619199202 0.00117375668280194 0.00178098720970172 0.00197195342310803 0.0133241807190834 0.0155273467905424 0.04388515416883 0.0493013599663578
NM_026719 0.936930935814319 1.0609808133869 0.818193597186728 0.991931523786498 1.37413517552505 1.50654403248348 1.94756727236184 2.38328027599596
NM_175642 4.6843338985629e-05 4.61625302028483e-05 0.000165104241978592 8.53101812882414e-05 0 0.000117164022230382 9.58863197523688e-05 4.09378837180305e-05
NM_001204913 0 0 0 0 0 0 0 0
NM_001033764 0 0 0 0 0 0 0 0
NM_001013750 0 0 0 0 0 0 0 0.00755365891604014
NM_001081080 2.0110899272851 2.06388526207332 1.58940915487578 1.94016297814122 0.956906429605456 1.17041927247004 1.40080108087444 1.30318305367512
NM_011200 1.02738747631236 0.94173268841205 2.3785883424133 2.13933488651754 4.42220055896421 4.3961849543997 1.17135032513904 1.74951945843074
NR_002688 1.10384018750895 0.970783215868131 2.60923377135001 2.26258004733279 4.77771013609555 4.59418759460787 1.23328046742404 1.8678684790406
NR_033445 0.00175071976668966 0.00129395644914417 0.00102843245256603 0 0 0 0 0.000382502420747519
NM_153601 0 0 0 0 0.0014790889961712 0 0 0
NM_029062 0 0 0 0 0 0 0 0
NR_015347 0 0 0 0 0 0 0 0
NM_133235 7.36297425864893e-05 0 8.6505239948492e-05 6.70465302461359e-05 8.62900788164125e-05 0 7.53584735184939e-05 6.43473737241265e-05
NM_001199956 0 0 0 0 0 0 0 0
NM_001164286 0 0 0 0 0 0 0 0
NM_008922 1.4421217186077 1.37651675232874 1.33007244384033 1.39388208656724 1.41396208740802 1.26671601264502 0.790619423677047 0.784048933971188
NR_033199 0.0803273159993116 0.0395799299455315 0 0 0 0 0 0
NM_008999 0.533952171468272 0.602249080064055 0.468179413187937 0.463263630585706 0.123675890201399 0.165462041276358 0.138637245354094 0.103238447821348
NM_001159729 0.546561987492742 0.616471796079295 0.479235939562781 0.474204065824409 0.126596620381808 0.169369593321311 0.141911302941026 0.105676527303447
NM_145392 0.221212797675776 0.189313834647763 0.249636824264105 0.198783779969732 0.0545788300848512 0.0630950338797974 0.0357484085485388 0.0406999787816572
NM_133817 1.97727422975342 1.90110950689339 1.74247649181557 1.82641080357707 1.65393632535727 1.57447860301652 2.1499623952438 2.40865941751248
NM_001161816 0.0118386909687314 0.0116666305442896 0.0417267031073695 0.0646811837901514 0 0.00987026602483517 0 0
NM_177235 0.0391944396196389 0.0379916045221279 0.0996454995350073 0.0731354036617091 0.23343388708135 0.237849787923716 0.214383341159447 0.345340317869885
NM_134448 0.519894134847257 0.380875153150742 0.585509871729392 0.371542949370926 0.793963221276652 0.491618974173885 1.50618196179064 1.25593326452318
NM_133833 0.519894134847257 0.380875153150742 0.585509871729392 0.371542949370926 0.793963221276652 0.491618974173885 1.50618196179064 1.25593326452318
NR_039562 2.25984126339835 2.67239678898057 3.18601864738801 2.05778956024363 2.11872945775592 1.50727708004571 0.462579881503086 1.57995772061579
NM_027159 1.18899407131848 1.17171354384207 0.558764509143418 0.747053672520016 0.250818622121954 0.237911866780442 0.596285954478337 0.914407765045035
NM_178601 1.39347333048679 1.31377416057926 1.13395493898137 1.10958627478858 0.72109824170456 0.568316543908097 1.32123255223706 1.33378167604104
NM_011206 0.389264662258742 0.483896653859517 0.254074809002072 0.345193685529825 0.140138992387197 0.199391470650197 0.0624947595361159 0.0667040722149676
NM_009355 0.00770677573099374 0.00759476747713738 0.00905444539692253 0.0210531459433517 0 0.0257014654270692 0 0.00673519641315817
NM_007685 0 0 0 0 0 0.00343590977965176 0 0
NM_009356 0 0 0 0 0 0 0 0
NM_213727 0 0 0 0 0 0 0 0.0055464210775261
NR_033627 0.0400285784323924 0 0.0313522014379238 0.0121498785694505 0.0469113304828244 0.0222486713982832 0.054624530102756 0.0233214984918997
NM_183019 0.822006250183112 0.609139175638657 0.669180387221409 0.545175281844661 0.436160997093096 0.248230078350681 0.347783931575102 0.257371432373491
NM_174997 5.35827732754011 5.37121924928984 5.03537184397267 5.02414359900197 5.22763274256233 4.49828714067342 4.16604096076049 3.64203742392275
NM_001160236 5.35827732754011 5.37121924928984 5.03537184397267 5.02414359900197 5.22763274256233 4.49828714067342 4.16604096076049 3.64203742392275
NM_001160235 5.35827732754011 5.37121924928984 5.03537184397267 5.02414359900197 5.22763274256233 4.49828714067342 4.16604096076049 3.64203742392275
NM_175421 2.46809109212506 2.46968940719068 1.8761503391883 1.8741042844369 1.50144926907618 1.21561244019891 1.91863888440833 1.74953672824658
NM_145516 2.54651853090287 2.5867054618286 2.01201194483146 1.98741617169809 1.59882655979509 1.33334777510744 1.99821018782749 1.82841429807382
NM_015818 2.50943531699135 2.62555884489075 2.47746089553179 2.20303065901826 1.98737736406964 1.6868968734835 3.52692387482501 2.33906164820158
NM_198899 1.52854774506835 1.60418983848841 1.32877830703026 1.38907455627897 0.990392998891361 1.03487526683791 0.644488782207143 0.566477912358977
NM_153408 3.18856841181039 4.1391258969852 9.61733042780313 9.62422393873874 9.51279272689288 10.5931310198362 4.9986830735453 4.45925340463577
NM_001172206 0.650704492398792 0.727610600243702 2.21625454967872 1.73966996657131 4.15444923527761 4.44238404054463 0.939550632486571 1.20244312504127
NR_033310 0.650704492398792 0.727610600243702 2.21625454967872 1.73966996657131 4.15444923527761 4.44238404054463 0.939550632486571 1.20244312504127
NM_001172205 0.650704492398792 0.727610600243702 2.21625454967872 1.73966996657131 4.15444923527761 4.44238404054463 0.939550632486571 1.20244312504127
NM_145996 0.650704492398792 0.727610600243702 2.21625454967872 1.73966996657131 4.15444923527761 4.44238404054463 0.939550632486571 1.20244312504127
NM_172652 3.38461422367965 3.35225276392047 2.97702704991745 2.87983502865688 1.98016523525187 1.6222761212853 2.94408614347168 2.65849187490019
NM_001013374 2.66325992005925 2.92450169146874 2.08091387517877 2.47968587273106 0.961973689257025 1.32146454892327 0.304890775257498 0.295713724552091
NM_033570 0.563720381428574 0.642594746986313 0.608139949903303 0.649736814511138 0.237473785175722 0.332275948556339 0.084528448491984 0.109105471965601
NM_053186 1.23077236684974 1.24944322431466 1.17423019496183 1.03528371238318 0.181578558986568 0.205590124886446 0.314917326736516 0.17926851902721
NM_001039551 1.23077236684974 1.24944322431466 1.17423019496183 1.03528371238318 0.181578558986568 0.205590124886446 0.314917326736516 0.17926851902721
NM_153502 0.927683105240318 0.914200402696875 0.968804746511365 0.707078037116817 0.684529845498026 0.217708130980429 0.140661318855827 0.132119251271663
NM_026241 0.699952605739267 0.693676738779576 0.422791155463366 0.597759492591317 0.139035020901582 0.187929690205057 0.242842910435777 0.190079640493842
NM_001126047 0.993448492979371 1.22466561269145 0.921677468390514 0.914638866961678 0.421026782904166 0.27507032954633 0.461487547080645 0.445316112168429
NM_027957 0.0023308739081303 0.00344549639862691 0.00136923476593472 0.0021224711983451 0 0.000971659181085056 0 0.00101851241904109
NM_001126046 0.000889021943140246 0.000876101131770238 0.000348161190524717 0.000539689845492487 0 0.000494135886244321 0 0.000776944550050507
NM_201365 0.000429100972980339 0 0 0 0 0.000357754144104108 0 0.000750009974333898
NM_009942 0.863539763532032 1.09148628053264 0.595494021633247 0.615389433158033 0.440009535128069 0.406933112830428 0.65325423854747 0.639833035911836
NM_146107 3.27622194053589 2.92018242933644 3.75915935737676 2.62251118238062 5.7632345514578 4.02505104250365 4.54241883452494 4.9989514583508
NR_040290 0.0402912996827259 0.0356541127915945 0.0763187802867472 0.0419301338669269 0.156112541742626 0.121342695174673 0.0403957098924464 0.0754539604156091
NM_009539 0.0221498089092395 0.0151116157422312 0.0400355464057474 0.012411939321187 0.0379391691650557 0.00852320738621002 0.0139506816715953 0.0163793574538929
NM_018872 1.35392926238121 1.4402848507105 1.10126770024643 1.41602971791391 0.916481815497066 1.14335783241762 0.860896074542923 0.765178588700552
NM_009918 0 0.000797447142633884 0.00190142532517188 0 0 0.00134932111009441 0 0
NM_030266 2.89752984126591 3.13635674141972 2.58750657819792 2.81504453391372 1.9694963031222 2.24065074390555 1.34183763791748 1.16660555638226
NM_172971 3.69129436476129 3.98033010485149 3.31958736123191 3.5800478449437 3.26855784040316 3.42240145142752 1.59274111503653 1.32280355258149
NM_198006 1.11074001417053 0.95135327736349 0.509100606251083 0.684275486919636 0.279630301159006 0.166918867052455 1.45400521628921 0.997076014484931
NM_026123 2.08976631161931 2.53887147192439 1.68677855340323 1.77218592933123 0.803900811794577 0.887774920401102 2.22046609934956 1.71826799242777
NM_173870 1.18809545580338 1.340008094824 1.16775757762687 1.19894480226279 1.53011091277515 1.62112377695528 1.78232142890365 1.98454883357455
NR_024017 2.69573224247998 2.72041262965372 2.5123867555174 2.25408251720626 2.55170393496702 2.57167183838653 4.04568502534187 3.6244402157139
NM_028096 0.011226480789909 0.0100871429437829 0.0124137739214151 0.0117260664997977 0.0356008306645567 0.0228490415168393 0.101720860788839 0.0833950181238881
NM_207228 0.25216291556208 0.329523082811045 0.19509685010319 0.308907225978552 0.15364073152583 0.275006600442323 0.0593028548768416 0.074117812820264
NM_001037918 0.122129706196852 0.0773708818700702 0.0409960865125259 0.0476614830957968 0.0102235296336866 0.0218192443177886 0.00892836810133002 0.0152475763411492
NM_026913 0.973053677831272 1.02915031697376 0.578886481366672 0.776002051662783 0.188850473278539 0.214442280286837 0.288620618653505 0.246448447611242
NM_027098 0.770919245542294 0.89990039668345 0.528341609220707 0.501422568592974 0.107556629715151 0.149207064760983 0.50722677663338 0.497277529596204
NM_001033427 0 0 0 0 0 0 0 0
NM_027111 0 0 0 0 0.0037964894566031 0 0.00331553353644926 0
NM_172054 1.94290115156572 2.21795046048918 1.63810200254638 2.04211938940562 1.47093848634602 1.72918301652299 2.25967949160273 2.30838786069508
NM_198303 1.63797471375428 1.68323397542512 1.34948762741603 1.30797779781281 0.557495978955203 0.483476730578325 1.74943099045298 1.23526649286689
NM_019570 2.05611838279875 1.8939601682153 1.83344127581 1.62487134447501 1.47507963893936 1.28249032038126 1.49498919649374 1.43687636141958
NM_010678 0.000659003930560418 0.00108237690093014 0.00129040455522361 0.000866785969813203 0.00154463397835696 0.00134305361510465 0.0023231967946965 0.00262365602593085
NM_001029878 0.00133693383613637 0 0 0 0 0 0 0
NM_145142 0.0041653630379951 0.00307861855940074 0.00489375239430029 0.00758587845353463 0 0.00260458956464969 0 0
NM_001011684 0 0 0 0 0 0 0 0
NM_026850 1.45125792436897 1.572062060998 1.13965901030767 1.24904310397639 0.399664821305438 0.356984572152396 1.45818452723842 1.0265617260395
NM_008719 0.4010737102267 0.24197799639267 0.369419700297841 0.277854993370799 0.257554362411487 0.220223253458496 0.0754800579569127 0.062050431937257
NM_001252219 4.52035046017505 4.16865375962531 3.46132937204941 2.73077797849277 3.6691593146507 2.43428960932506 4.20343831731363 3.27413159665048
NM_053257 4.52035046017505 4.16865375962531 3.46132937204941 2.73077797849277 3.6691593146507 2.43428960932506 4.20343831731363 3.27413159665048
NM_001252218 4.52035046017505 4.16865375962531 3.46132937204941 2.73077797849277 3.6691593146507 2.43428960932506 4.20343831731363 3.27413159665048
NM_018775 0.891879916880759 0.999977883053475 0.817073723317405 0.907932418161966 0.465459285240049 0.581768393819847 0.230334598202262 0.183295483853409
NM_028043 0.983222738201216 1.19448769441253 0.579472243153046 0.827797685502125 0.34001820252448 0.295644587973936 0.485007237621464 0.555003656688866
NR_028555 6.45737620583828 10.8554273821888 5.35522283284367 11.0682808687147 14.6902332350257 16.4678038426271 5.44269520151503 16.2660008949567
NM_001033135 5.85839274614305 7.64813581402633 9.63017729022894 11.036147629792 13.6463005561373 17.0219631893277 7.35674087256986 13.6465064868819
NM_170597 0.306106209879977 0.264084364020748 0.279004653391689 0.272785661874442 0.0370229824855753 0.0590342908597091 0.0434819725695154 0.0580728579159737
NM_001145660 0.000641158791892367 0.00126368071689481 0.00150655409592351 0.00233533193642187 0.000751403451142584 0.00267276502818356 0.000656212369386123 0.00280164529639263
NM_001177348 0 0 0 0 0 0 0 0
